,user_id,bsks
7302,7302,"[[1176, 7637, 208, 741, 638, 310, 6175, 44, 2971, 2719], [232, 3149, 6175, 4136, 2012, 726, 5323, 5357, 1349, 1292], [446, 6990, 8245, 8073, 6175, 7446, 1349, 8249, 2719, 3149, 2337, 8239, 7303, 2012, 7398], [7252, 7781, 8307, 232, 8391, 82, 307, 6175, 829, 2681, 2719]]"
7303,7303,"[[2536, 44], [8009, 25, 8233, 68, 3279], [74, 718, 7934, 7818, 1502, 335], [1804, 1395, 1333]]"
7304,7304,"[[7608, 424, 24], [7211, 7456, 840, 1629, 1635, 424, 3867, 1910, 1359], [248, 3867, 3473, 5378, 44], [7811, 1349, 5709, 3149, 2588, 5915, 7620, 7010, 2204, 6378, 5575, 2275], [5378, 2975], [7790, 1050, 446]]"
7305,7305,"[[905, 2085, 1618, 3283, 362, 1189], [281, 991, 4810, 5561, 330, 1018, 639, 126, 6070, 374, 5611, 114, 3970, 2572, 4337, 2405, 4413, 4569, 1963, 4119], [713, 6186, 1325, 1272], [5393, 8195, 606, 6186], [813, 341, 2537, 1437, 63, 1101, 216, 1383, 1566]]"
7306,7306,"[[2919, 868, 242, 5843, 729, 3541, 3939, 7526, 5165, 5624, 713, 7274, 2010, 6516], [2197, 58, 511, 2453, 6268], [729, 840, 1540, 3541, 1948, 27, 7855], [3020, 1558, 1897, 8257, 242, 8239], [4984, 4127, 366, 840, 6764, 8131, 7413, 5418, 545]]"
7307,7307,"[[941, 44, 6767, 868, 3816, 3239, 1298, 1011], [5589, 1305, 5256, 5153, 1176, 868, 1634, 585, 1206], [82, 2211, 850, 8071, 7680, 7115, 3746], [941, 685, 2839, 3407, 585], [2506, 8299, 3091, 1206, 8220, 5837, 8395, 868, 6924, 8368, 361, 3922, 7388, 4550], [5222, 82, 2681, 585, 2221, 44, 224, 5916, 4550, 1244, 3091, 5543, 2951]]"
7308,7308,"[[44, 575, 471, 1051, 339], [7820, 3384], [7110, 2516, 1390], [5905], [2837, 101, 33], [82], [557, 2783], [3811]]"
7309,7309,"[[1452, 7002, 5868], [718, 7675, 1953, 1182, 1713, 8351], [3477, 8351, 1288, 695], [7282, 1006]]"
7310,7310,"[[1719], [601, 1320, 55, 2065, 1146], [3549], [1361], [7230, 6032, 8439, 3699, 728, 5881]]"
7311,7311,"[[3660, 2820, 1013, 24, 6236, 3517, 1898, 1659, 2659, 1197, 307, 6399, 506, 322], [2558, 5096, 2559, 6260, 1659, 4006, 2310, 4798, 181, 66, 6942, 322, 13, 1137, 4573, 5335, 6236, 1483, 3476, 274, 6325, 3025, 2593, 4740, 6001, 656, 1075, 2481, 33, 1605, 198, 101], [656, 8481, 322, 7113, 1897, 6423, 2069, 964, 9, 887], [2481, 7790, 724, 8239, 7896, 806, 1079, 4006, 2653], [6236, 1591, 2653, 1786, 2076, 24, 66, 5335, 8231, 1137, 1361], [2659, 2558, 3520, 322, 24, 7581, 3008, 4646, 964, 1137, 1361, 1079], [2808, 3359, 1693, 3037, 6236, 873]]"
7312,7312,"[[638, 2719, 68, 756, 1178, 4319, 7480], [2779, 7158], [4984, 991, 5377, 7897], [8029, 1787, 119, 3275, 3211, 3334, 1267, 3637, 2938, 991, 6592], [2065, 1024, 2222, 2026, 991, 843], [1152], [5942, 7681], [2266, 416]]"
7313,7313,"[[1507, 676, 339, 1719], [4236], [7277, 2866, 6336, 5030, 1529, 6308, 5413], [7382, 546, 2804, 5950, 151, 6883], [4295, 1179, 1529]]"
7314,7314,"[[7530, 421, 7002, 1413, 638, 7639, 2430, 4979, 4153, 5487, 6209, 7515, 44, 7664], [858, 424, 2222, 2516, 997], [7800, 7664, 7530, 888, 394], [2025, 616, 5165, 134, 8351, 359], [4274, 7680, 7841, 616, 7002, 7933, 814, 8498, 4071, 546, 1051]]"
7315,7315,"[[5376, 1846, 1719, 4861, 4495, 250], [6885, 2109, 1702, 4461, 8073, 3800, 4154, 7680, 3719, 4495, 1305], [110, 394, 688, 865, 7110, 8482], [1719, 585, 1262, 83, 1621, 7110, 4495, 602]]"
7316,7316,"[[1676, 2933], [5037, 1628], [3230, 4782, 5059, 1853, 767, 4528, 2107], [869, 4026, 446, 991, 3311, 4114, 1628, 543, 4505, 8027, 256, 6123, 6581, 1366, 3288], [3288, 414, 1344, 334, 7418, 2107, 5792], [741, 2481, 353, 3288, 7194, 3096, 5888, 3249, 8342, 1310]]"
7317,7317,"[[2160], [196, 2939, 764, 603], [1822, 1901], [7110], [1925, 128, 1675, 196], [2939, 196]]"
7318,7318,"[[1076], [2571, 1076], [1076], [3210, 1076, 3321, 349, 1695], [2516, 82]]"
7319,7319,"[[6859, 3565], [5921, 5812, 286, 846], [419, 1354, 1412, 2473, 4511, 415], [24, 5703, 2760]]"
7320,7320,"[[806, 3096, 3486, 791, 6192, 4484, 389], [44, 1453, 4896, 2150, 928, 1176, 336, 134, 5444, 7448, 3652, 115], [7912, 1893], [806], [239, 4800, 2105, 5423, 22, 1648, 4737, 1288, 7888], [8244, 3804, 2519, 343, 8195, 5781, 151, 8430], [7981, 232, 582, 69, 2147]]"
7321,7321,"[[243, 1359, 178, 6704, 4786, 615, 356, 461, 4651, 795, 5153], [5283], [1370, 109, 2481], [1310, 552, 3669, 7549, 1651, 7352, 7781, 2552, 8131, 6984], [1359, 7781]]"
7322,7322,"[[58], [1742, 2681, 213, 1320, 2857, 6408, 7800, 2832], [1417, 4138, 3746, 4762, 6835, 4517, 2406, 4192, 3190, 5914, 6833, 2780], [2518, 2832, 564, 3610, 82], [732, 2848], [6408, 3610, 82, 1320]]"
7323,7323,"[[1385, 4390, 200, 102, 638, 5047, 360, 135, 50, 24, 197, 170, 44, 56], [359, 171, 6871, 3375, 2812, 641, 366, 638, 5108, 3743, 6311, 5173, 5630, 1800, 2283, 2659], [1228, 44], [4220, 2322, 203, 177, 4120, 581, 7994, 81, 488, 415, 7888, 43], [182, 33, 223, 63, 2964, 2638, 7680, 5638, 274, 3794, 7037, 101, 3652, 3694, 1551, 139, 814, 5855, 2221, 6062, 5655, 77]]"
7324,7324,"[[44, 197], [622, 2283, 7747, 4148, 3176, 4061, 4, 1015], [44, 2417], [6760], [4148], [24], [2201, 4623]]"
7325,7325,"[[147, 424, 1659, 804], [276, 2739, 7409, 44, 1168, 109], [4517, 181, 3747, 6647, 5424, 6185, 8204, 232], [1813, 109, 4458, 1416, 348, 5338, 5278, 24]]"
7326,7326,"[[6244, 1182, 43, 35, 4381, 66, 930, 6701, 134, 249, 370, 1362, 90, 1763], [241, 44, 2922, 1544, 7856], [4577, 7526, 1014, 661, 1182, 3660, 1278, 197, 2892, 35, 2373, 5200, 472], [4277, 8034, 35, 2708, 3027], [249, 4412, 5299, 5338, 36], [4685, 336, 555, 5200, 4029, 59]]"
7327,7327,"[[564, 7603, 407, 807, 7495], [27, 959, 2643, 1946, 581], [6295, 7899, 6101, 2602, 6098, 3370], [5596, 2602, 6587, 840], [5194, 5165, 2320, 3242, 882, 525, 6770, 3287, 1899, 114, 3657, 2992, 7779, 7270], [4819, 8226, 8054], [4716, 3610, 4200, 5237, 8365, 546, 3894, 7740], [7382, 8258, 27, 4742, 2025, 7706, 7570, 3901, 8253], [3719, 7935, 741, 98, 2980, 8227, 2025, 8251, 7225]]"
7328,7328,"[[1146, 249, 2515, 1726, 3308, 1306, 1485, 2576, 1209, 4564, 1367, 643], [178, 578, 100, 197], [8129, 4783, 82, 60], [7790, 3175, 1203, 989, 7896, 215]]"
7329,7329,"[[87, 5382, 943, 4446, 135, 1329, 5037, 5563, 3239, 6944, 44, 1013, 3445, 3097, 24, 4152, 370], [159, 1415, 1104, 2417, 195, 192, 1349, 5915], [713, 82, 5075, 4559, 989, 555, 8130], [6445, 2582, 1713, 3970, 1465, 7619, 7864, 7888], [2332, 3617, 8153, 7110, 8094, 4819], [77, 3280, 8094, 7619, 2417], [4236], [555, 2481, 3227, 3617, 7718, 656, 7110, 454], [4623, 4458, 5915, 8203, 24, 2808, 7680, 5009]]"
7330,7330,"[[5896, 362, 4967, 3848, 1265, 1182, 5791, 2126], [1265], [1648, 931, 915, 1749], [5039, 3350, 5135, 8413], [4047, 3584, 139, 6028, 1419, 1653, 872, 4070, 306]]"
7331,7331,"[[6453, 941, 868, 1453, 7158, 5047, 2700], [830, 5368, 7684, 147, 44, 2936], [44], [44], [7684, 2681]]"
7332,7332,"[[822, 946, 349, 6190, 7121, 4341, 161, 1367, 151, 2575, 7272, 467, 3449, 424, 2652, 7415, 277, 1198, 1816, 1792], [2372, 1198, 756, 424, 3212, 1850, 1234, 822, 2575], [3449, 5825, 822, 5537, 6467, 7677, 3212, 7087, 3255, 3749, 2212, 2398, 7124, 1188, 151, 4110, 4822, 2892, 7834], [727, 497, 755, 6380, 8110, 421, 7800, 1102, 981, 6345]]"
7333,7333,"[[5824, 322, 7518, 1864, 4632, 44, 941, 509, 6791, 190, 389, 40, 7407], [941, 959, 2382, 2674, 1452, 2763, 44, 1745, 4911], [4822, 40, 1102, 1957, 169, 6873, 6006, 4911], [2559, 4822, 3189, 7611, 765, 7326, 7977, 7809, 5824], [8447, 8307, 8395, 5849, 6346, 110, 8130, 138], [426, 3317, 8073, 7407, 8222, 1751, 5824, 1182, 407, 4911, 1288, 1745, 7232]]"
7334,7334,"[[7015, 104, 3144, 1435, 7194, 4148, 2481, 3427], [4351, 6708, 3989, 24, 2261, 4861, 27, 2764, 112, 4229, 3773, 272, 7661, 2496, 6575, 1633, 1256, 7525, 7517, 3517, 7718, 1032, 835, 804, 1366, 2849, 3129, 3239, 7641, 7471, 3687, 1639], [7841, 2052, 24, 3149, 4511, 1435, 3259], [358, 166, 63, 4420, 333, 2917, 87, 1505], [4774, 5068, 4236, 842, 3138, 24, 3258, 271, 2222, 804, 5158], [5393, 27, 7015, 124, 7158, 315, 1544, 2556, 1218, 2912, 24, 3318, 2496, 213, 1633]]"
7335,7335,"[[4302, 44, 249, 3195, 3291, 726, 4640, 782, 242], [2928, 253, 1320, 5378, 6553, 1155, 1370], [782, 278, 88, 7110, 6031, 977, 4236, 6072], [6512, 1543, 1833, 7110, 4291, 249, 3211, 461], [2892], [4236, 709, 195, 24, 1565, 3811], [3457]]"
7336,7336,"[[23, 660, 2700, 212, 4098, 521, 7655, 6835, 3357], [849, 5241, 7930, 2486, 2229, 1244, 3318, 494, 177, 3457, 5273, 428, 2136], [5308, 1864, 2773, 2700, 833, 23, 7799, 1153], [840, 298, 1018], [563, 2790, 5820], [643, 3990, 3195, 4114, 2486, 3446, 5563, 7133, 2485, 2252, 6383, 4762, 563, 2980, 1789], [87, 23, 3357, 2700, 563, 5058, 693, 555, 477, 32, 1362, 2228], [2486, 2136, 6285, 2646, 1565, 3020, 4177, 499, 6884, 2747, 718, 8073], [5785, 4525, 6856, 6984, 74], [23, 7073, 3357, 563, 2700, 3457], [5586, 1523, 1572, 7881, 4579, 6835, 224, 3129, 1260, 7327, 2371, 1001, 2585, 4540, 1305]]"
7337,7337,"[[7249, 1176, 2138, 2846, 7104, 1632, 7446], [424, 436, 4349, 1129, 2416, 3022], [166, 1916, 1345, 477, 5960, 4117, 3100, 3690], [779, 6450, 3734, 166, 3250, 1784, 2323, 1182, 2416, 68, 1621, 5539]]"
7338,7338,"[[1763, 4979, 2178, 6921, 977, 5968, 1238, 5805, 6664], [559, 3211, 395], [4601, 5448], [7293, 874, 483, 5775]]"
7339,7339,"[[3517, 1925, 3427, 3230, 215, 2748, 4367, 1753, 4718, 6735, 5874, 2506, 3240, 6838, 3037, 420, 808, 7658, 6058, 4767], [4694, 4587, 4756, 3842, 6605, 3809, 5434, 6268], [2285, 5311, 927, 446, 6174, 5366, 2748], [6243, 7689, 3616, 1694, 2080, 1955, 1035, 3168, 4524, 3427, 1647, 124, 8182, 1739, 6825, 3011, 5067, 604, 232, 3613, 1738, 989, 7723, 6940, 2638, 729], [2753, 5067, 3914, 4023, 1925, 1525, 8381, 6398, 3993, 3534, 708, 4772, 110, 1182, 987, 8339, 7882, 2451, 546], [7531, 5376, 3473, 4017, 6046, 6878, 8052, 8305, 1234, 6940, 5282, 949, 3192, 3214, 3957, 8050, 229, 6349, 7797, 7722, 6035, 2847, 8020, 5248, 989, 6243, 795, 2689, 5669, 4758, 5840, 2481, 7965]]"
7340,7340,"[[4259, 4473, 840, 1543, 2063, 6311, 3015, 2325, 1719, 2674, 4747], [5149, 7261, 5383, 1244, 2397, 5495], [7597, 7400, 435], [1435, 1809], [1549, 361, 8143, 3239, 3693, 1603], [7183, 2834], [5722, 5214, 7085, 1200, 3281], [2105, 8087, 3943, 5593, 1792, 1772]]"
7341,7341,"[[1315, 1359, 5239, 3921, 3208, 2205, 2900, 1635, 1497, 5605, 5841, 1726], [840, 5810, 1534, 868, 4797, 2906], [1833, 5393, 6989, 5396, 5172], [1359, 5389, 2301, 2205, 5516, 2241]]"
7342,7342,"[[6163, 631, 488, 698, 1177, 44], [6163, 8159, 82, 225], [3333, 1177, 2011, 5090], [814, 1412], [3406, 44, 1089, 1177, 24, 7110, 602, 1412, 3333, 2064]]"
7343,7343,"[[1234, 830, 638, 44], [3085], [1747, 2593, 403, 804, 3051, 362], [5729, 1234, 386]]"
7344,7344,"[[6586, 44, 3980, 6340, 5514, 6621, 3536, 5530, 59, 2886, 134, 4916, 2984, 394], [1435, 4140, 3379, 1905, 7183, 5247, 134, 3787, 6350, 5746, 831, 579], [3787, 37, 181, 5390, 6428, 134, 1018, 3462, 3125, 4182, 2990, 7783, 615, 2887], [3801, 1524, 3817, 2697, 7574, 7570, 2749, 7451, 249]]"
7345,7345,"[[4405, 36, 44, 804, 7187, 5075, 2779, 256, 1663], [3205, 4984, 4704, 1522, 6685, 799, 7366, 1272, 131, 3296, 529, 77, 652, 1417, 2146], [3211, 792, 5517, 7205, 6033, 244, 7077, 2779, 7090, 5682, 1113, 2917, 44], [1526, 2936, 2528], [8336, 8180, 1808, 8130, 3875, 6245, 682, 8307, 6343, 225, 5090, 4464, 4837, 1890, 2588, 8192, 8126, 2508, 1002], [8237, 7758, 138, 7462, 8179, 6115]]"
7346,7346,"[[960, 5519, 3349, 1855], [1855], [181, 3349], [4577, 5712], [8126, 3875, 2606], [1267, 181, 713], [5729]]"
7347,7347,"[[3406, 3135, 233, 1015, 2333, 4100, 581, 6495, 102, 3239, 7054, 638, 2545], [6181, 6495, 4340], [846, 2691, 3319, 127], [602, 2221], [3149, 346, 1349, 5473, 768, 545, 1078, 2267, 4827, 742, 6592], [6771, 4069], [215, 3818, 4215, 3002, 4538, 7110, 245], [8253, 134, 2936, 8219, 3468], [3141, 249, 466, 2907, 81, 3618, 8331], [936, 2691, 3471, 82, 5910, 1428], [24]]"
7348,7348,"[[3255, 673, 1593, 44, 2438, 1262, 7258, 3154, 3224, 446, 1378, 713, 7158, 5414, 160, 4148, 1150, 3425, 1078, 1921, 1879, 452, 4157], [4381, 1866, 3022, 2103, 2073, 5362, 643, 991, 7033, 1599, 26, 1522, 4375, 1209, 446], [5782, 907, 1209, 1937, 592, 908, 6719, 22, 5362, 1879], [6550, 3362, 5247, 6946, 1216, 4184, 6581, 1573, 1757, 3402, 1391, 6118, 2171, 4441, 6557, 2706, 962, 7258, 4236, 2160, 1921, 4350, 5540, 1150, 6361, 37, 3381, 5598, 4430, 3136, 324, 577, 99, 4436, 153, 4757, 7287, 8126, 2693, 2915, 38, 6048, 3425, 1567, 6529, 5089], [7158, 2322, 664, 426, 2652, 8217, 1749, 8126, 37, 1937, 6811, 8438, 3618, 1866, 361, 1567, 1695, 5812, 5247, 3255, 947, 4360, 1534, 7138, 2372, 456, 601, 2171, 3381, 903, 4708, 287, 7033, 4383, 163, 2807, 5605, 1959]]"
7349,7349,"[[1886, 3261, 2148, 1829, 1747, 5182, 4820, 4359, 5632, 7601], [2223], [1789, 1768, 3338], [8268, 2731, 868, 5061, 2556, 5924, 253, 114, 5165, 4182, 151, 1018, 8206, 115, 3568, 1452]]"
7350,7350,"[[3441, 27, 453, 698, 6432, 7002], [4102, 779, 6841, 3695, 1695], [4324, 2011, 3695], [151, 1305, 6841, 1099, 7099, 8236, 941, 1864, 930, 8], [4670, 1695, 1713, 3386, 830, 1875, 15, 2556, 1864, 2409, 151, 8308]]"
7351,7351,"[[5573, 874], [936, 5704], [8299, 8208, 8253, 936], [8299, 2126, 8194]]"
7352,7352,"[[1391, 1746, 740, 1719, 671, 4436, 3656, 24, 1320, 5365, 4536, 6211, 5308, 5799, 2657, 4747, 555, 2119, 1730, 44, 840, 7194, 3529], [1886, 5551, 6184, 850, 793, 5308, 3196, 5317, 3260, 4154], [6559, 335, 495, 814, 110, 446, 4436, 977, 587, 266, 7091, 2524, 8175, 262, 3239, 82, 2470, 348, 4068, 8181, 1168, 2473, 2333], [962, 2060, 3040, 3099, 7079, 2556, 623, 5799, 7504, 49, 7110, 5998, 7324, 1308], [2466, 2390, 7963, 1012, 7210, 850, 1088, 1475, 1146, 195, 2881, 717, 6667, 213, 2413]]"
7353,7353,"[[44, 2899, 1936, 7002, 6431, 460, 7414], [239, 620, 150, 3276, 2918, 1106, 7002, 1198, 19, 1119], [35, 7002, 1375, 247, 81, 32], [1105, 1189, 4560, 2610, 1375, 44, 492, 2086, 414]]"
7354,7354,"[[742, 2262, 1708, 602, 1242, 7579], [602, 3604, 126, 1305, 429, 8066, 616], [81, 693, 729, 3621, 35, 215, 1708], [5019, 3026, 315, 2588], [215, 1544], [1873, 4070, 2615, 1512, 249, 6860, 616, 1504]]"
7355,7355,"[[1195, 931], [931, 6338, 1195], [244, 6820, 281, 2906, 5679, 8004, 2249, 718, 3799, 7880, 3601, 1873, 3980, 3480], [501, 1182, 3190, 3175, 4394, 8385]]"
7356,7356,"[[1274, 49, 424], [7102, 2397], [1650, 679], [8110, 6380, 8480, 424], [3135, 6085], [8501, 8510], [5533]]"
7357,7357,"[[33, 6990, 7013, 830], [6990, 7013, 33], [3321, 7013], [2641], [713], [8259, 4819], [4236, 2201, 1465]]"
7358,7358,"[[1426, 1296, 5015, 1564, 190, 1023, 5422, 456], [249, 5532, 7518, 5015, 109, 1168, 774, 456, 971], [2074, 2659, 1320, 1033], [5532, 44, 4250, 656], [4250, 3502, 2201, 24, 1310, 2739]]"
7359,7359,"[[638, 552, 1447, 3909, 1306, 2395, 581, 1370], [5708, 581, 3096, 36, 1547, 2080, 2848, 840, 1719], [2221], [581, 7110, 101, 3909, 552, 7832, 181, 3211, 8192, 33, 5857, 2110, 8130, 274], [4935, 1953, 2646, 3379, 3129], [74, 3261, 3799], [549, 82, 7012, 1078], [5853, 1330, 1017]]"
7360,7360,"[[44, 310, 638, 209], [144, 638, 27, 424, 2304], [2790], [8158, 8159, 1718, 8123, 715, 7888, 168]]"
7361,7361,"[[44, 3308, 4779, 7510, 4896, 1922, 1298, 804, 5219, 602], [4061, 3280, 638], [7462], [1792, 3799], [741, 7753, 3070, 7194, 2481]]"
7362,7362,"[[840, 7230, 7013, 369, 2112, 2994, 2075, 2700, 2337, 1080, 5532, 1719, 598, 2222, 313, 317], [4, 3633, 5881, 1342, 55, 1446, 1030], [55, 296, 25, 1012], [5915]]"
7363,7363,"[[2964, 552, 603, 956, 3117, 5219, 5731, 578, 2790, 7518, 1719, 3239, 7005, 3693], [4647, 2593, 3861, 4344, 3693, 3537, 6027, 521], [7203, 456, 25, 6385, 37, 634, 2977, 5826, 3117, 528, 5572, 1439], [2341, 2706, 1873, 7680, 291, 493], [2341, 1315, 751, 7775, 8491]]"
7364,7364,"[[3546, 2734, 1049, 6043, 2515, 7514, 1238, 2454, 6704, 253, 2700, 2223], [1146, 2277, 949], [369, 8012, 3012, 5218, 6356, 3234, 90, 6399, 7617, 8120, 2454, 2700, 1322, 7572, 3669, 6524, 4630, 2609, 6102], [1873, 2345, 100, 242, 369, 4349], [2345]]"
7365,7365,"[[5577, 424, 2352, 5343, 311, 1691, 577, 527, 1033, 1669, 171], [3940], [1102, 7782, 6497, 5104, 181, 4366, 4130, 8163, 1375, 3026], [2332, 5692, 171, 1173, 4223], [7164, 24, 4268, 171, 8340, 7992, 2928, 7270]]"
7366,7366,"[[94, 424, 7526, 2104, 4797, 3012, 1147, 4198, 2010, 1306, 2466], [7753, 8131, 4318, 3489, 2532], [1866, 8153], [7581, 2657, 4236]]"
7367,7367,"[[7458, 44], [5287, 888, 7897, 7620, 7794, 2221], [936, 4136, 365], [82], [2459, 1713, 1206, 8462, 3137, 7862, 5991], [6364, 6544, 814], [8512, 369, 2341, 8476, 2337, 7775, 466, 1873], [8126, 24, 8203], [8479]]"
7368,7368,"[[1017, 1484, 1469, 503], [1017, 1719, 138, 4525, 4324, 412, 5921, 1682], [5342, 27, 108, 2779, 602, 138, 3191, 4635], [568, 6928, 1885, 6193, 8426], [138, 8074, 798], [242, 698, 27, 2095, 568, 8287], [24, 1228, 6528, 27, 82, 6928, 1367]]"
7369,7369,"[[44, 4185, 1501, 804, 370, 6604, 638, 3280, 3867, 5037, 135, 310], [1710, 2087, 5037, 1946, 959, 59, 1568, 254, 6604, 688, 6917], [500], [5991, 6364, 656, 7862], [862, 1241, 4236, 578, 336, 24, 6791, 1446, 2201, 3710, 500, 1178, 968]]"
7370,7370,"[[7608, 643, 3463, 1522, 5114, 230, 4705, 1272, 3464, 1855, 2328, 5345], [2112, 408], [230, 7775, 1542, 3510, 8045], [1855, 685, 249, 8045, 230], [2426, 3087, 178, 8006, 2796, 3326, 150, 5274, 2481, 2586, 3230, 6117]]"
7371,7371,"[[4617, 3330], [1228], [3687], [1946, 3351, 3115, 8480, 2820, 3725, 2593, 616, 451, 8090, 1835, 8050, 630, 1451, 688, 1505, 69, 7790, 81, 3948, 8114, 8110], [602, 1609, 24, 7880, 2385, 2980, 143, 956, 2398, 2500, 100]]"
7372,7372,"[[127, 230, 6087], [1635, 643], [2659, 6369, 6674, 4277, 71, 3753, 24], [8409, 2531, 8430, 8244]]"
7373,7373,"[[7436, 6462, 2461, 339, 3031, 2301, 941, 2942, 3695, 235, 152, 6673], [3253, 2942, 458, 742, 271, 6462, 2764, 1045, 1270, 3666, 2492, 7725, 2423, 357, 3565, 6190, 5728, 2076, 2301, 3026, 1531, 306, 794, 1591, 1253, 1235, 4471, 1296, 1652, 3687, 2495], [6165, 2968, 2118], [4258, 1523, 5577, 713, 4459, 1239, 6175, 5440, 2461], [1678, 8316, 33, 274, 213, 546], [2461, 2076, 578, 8451, 1317, 8316, 3366, 213], [4236, 545, 8451, 2923, 643]]"
7374,7374,"[[41, 452, 2112, 310, 324, 370, 1211, 695, 3368, 33, 1756], [38, 1756, 3556, 257, 163], [37], [1322, 8121], [2241, 4925, 1322]]"
7375,7375,"[[3952, 349, 3261, 1244, 1719, 7009, 3013, 1367, 1682, 2366, 2617, 713, 339, 3930, 3750], [100, 2386, 8106, 128, 5868, 6192, 1936, 1522, 1951, 6659, 795, 487, 1720, 151, 6005, 3764, 2793, 2086, 977, 1552, 1231, 1296, 2423, 6161, 787, 68, 1367, 829, 349, 2440, 2659, 7194, 922, 4236], [6509, 3210, 1617, 349], [3764, 3013, 755, 30, 6467, 1470, 7781, 1826, 3255, 99, 1703, 3556, 68, 2423, 1527, 3082, 6963, 189]]"
7376,7376,"[[2010, 506, 698, 638, 1622, 4984, 3623, 814, 1188, 3239, 7430, 7413, 2608, 249], [3649, 467, 7430, 2573, 638, 303], [1311, 4511, 1370, 4329, 7981, 1747, 3611, 8131, 189, 2481, 8192, 7155, 4721, 446, 348, 24, 1972, 2399, 8454], [198, 256, 3776, 7110, 24]]"
7377,7377,"[[4432, 4381, 7053, 1400], [1078, 44, 7110], [2505, 6843, 5755, 7911], [1146, 7570, 952, 55, 441, 4899, 44], [55, 1234, 1146, 82], [8123, 2121], [2751, 3601], [1244, 1957, 7570, 4381], [8509, 2243, 1039], [7033, 1957, 2659]]"
7378,7378,"[[6430, 5583], [3430, 1272, 5433], [7194, 1703, 1023, 2395, 7814, 7552], [1564, 1023], [7607, 3464, 1565]]"
7379,7379,"[[7158, 506, 171, 4302, 7421, 4876, 3357], [543, 580, 3558, 773, 37, 4160, 33, 274, 1991, 181, 577, 936], [2322, 1102, 24, 472], [1616, 3994, 2423]]"
7380,7380,"[[5532, 2434, 1563, 2893, 608, 256, 2466, 3208, 6836, 4979, 5838, 7515], [5767, 1593], [8341, 266, 146, 6918, 6639, 1563, 7940], [1367, 4213]]"
7381,7381,"[[2402, 1021, 3569, 2593, 1675, 4786, 952], [3212], [5519, 1659], [1621, 261, 5122, 1219, 195, 2503], [7666], [1078, 5304, 1498], [7036, 7666, 2900], [2900, 546, 5915], [1456, 8268, 7228, 699], [6090, 4522, 754, 7806], [203, 81, 979, 35, 43, 32, 247], [1606], [1659, 1321, 4255, 669], [5572], [602, 1606, 24], [2659, 44, 1606, 602, 3457]]"
7382,7382,"[[7291, 7430], [7627, 1035], [54, 5211, 899, 521, 1061, 38, 4737, 7726, 1216, 1670, 3747, 3446, 856, 5390, 992, 599], [2417]]"
7383,7383,"[[279, 68, 3208, 1944, 2471, 99, 732, 533, 347, 354, 635, 3889, 695, 81, 2036], [32, 1186, 347, 6236, 35, 2753, 106, 299, 43, 277, 81, 266, 1505, 768], [2753, 7799, 659, 3624, 601, 3406, 531, 539, 796, 2770, 4, 8114, 394, 299, 347, 55, 134, 1396, 254], [8268, 694, 1505, 1186, 3558, 55, 1944, 601, 5572, 6236, 732, 56, 416, 224, 467, 354, 1332, 194, 8114, 2589, 8296, 277, 679, 2115, 23], [2999, 795, 743, 299, 2753, 829, 1396]]"
7384,7384,"[[2719, 6432, 7285, 4651, 3536, 4014, 4062], [1224, 623, 709, 1329], [3432, 4530], [3974, 100, 7963, 4062, 7841]]"
7385,7385,"[[1315, 1497], [1787, 1970, 2894, 407], [4680, 8415, 1960, 5253, 5397, 5535, 4303], [100, 2011]]"
7386,7386,"[[5829, 868, 3263, 44, 5414, 656, 1753, 2374, 5542, 546], [7552, 5312], [989, 868, 4354, 1621, 6287, 718, 2749, 1753], [5829, 7021, 6943]]"
7387,7387,"[[6937, 1542, 6774, 1364, 3708], [5452, 5180, 2950, 3026, 396, 4772, 3446], [59, 877, 2539, 429, 2405], [144, 2337, 3052, 3129, 718], [290, 1821, 134]]"
7388,7388,"[[424, 2150], [5645, 1126], [6153, 3842], [3888, 361, 3842, 6323, 4050, 3896, 5451, 3711, 5539, 2858, 3849], [8110, 2487, 5283, 8481, 1182, 8415, 1486, 4308, 8090, 1126]]"
7389,7389,"[[44, 2779], [2355, 7798, 5403, 2221, 4872, 6043], [6990, 8159, 82, 7013], [6072, 7013, 6990, 5059], [8126, 8203, 24, 7992], [8130, 8203, 8207, 3693], [6996, 3457, 8126, 8130, 8162]]"
7390,7390,"[[24, 5658], [6615, 5165, 923, 1059, 3026, 1611, 8430], [1670, 4951, 8110, 760, 8481, 4313], [8510, 8481, 24]]"
7391,7391,"[[424, 284, 461, 5603, 1893, 5340], [426, 8030, 33, 2473], [720, 6788, 1326, 6204], [4554, 4905, 3683, 3545], [1878, 738, 284, 24]]"
7392,7392,"[[147, 7317, 1359, 6835, 3855, 2674, 868], [4275, 5221], [593, 1528, 836, 2525], [3785, 1528, 7799, 4480, 4275, 44, 2447]]"
7393,7393,"[[602, 24, 3239, 2502], [1808, 2433, 8159, 4105, 7657, 8162], [8163, 585, 997], [3015, 1364, 616, 7933, 959, 488, 1873, 7841, 728], [315, 24, 8522, 44]]"
7394,7394,"[[4014, 2511], [3149, 7933, 2555, 404, 4996, 4023, 3817, 7841], [581, 2555, 2274, 7592, 4655, 2723], [4099, 2283, 7544, 2643, 2461, 7033, 3212, 4403, 521]]"
